0,400,116
1,570,0
2,580,230
3,430,210
4,250,340
5,210,490
6,340,520
7,530,420
8,600,210
9,480,170
10,290,250
11,200,440
12,290,560
13,480,510
14,600,270
15,530,150
16,340,260
17,210,400
18,250,590
19,430,500
20,580,310
21,570,210
22,400,200
23,230,360
24,220,530
25,370,550
26,550,420
27,590,190
28,450,160
29,270,350
30,200,480
31,320,600
32,510,440
33,600,250
34,510,130
35,310,260
36,200,430
37,270,550
38,460,520
39,590,300
40,550,190
41,370,200
42,220,390
43,230,570
44,400,500
45,570,340
46,580,170
47,420,150
48,250,370
49,210,520
50,350,550
51,530,440
52,600,230
53,480,190
54,290,270
55,200,460
56,300,580
57,490,440
58,600,270
59,530,150
60,340,260
61,210,400
62,250,590
63,430,500
64,580,310
65,570,210
66,390,200
67,230,370
68,220,540
69,380,560
70,550,420
71,590,190
72,450,160
73,260,350
74,200,490
75,320,530
76,510,450
77,600,260
78,500,0
79,310,300
80,200,470
81,270,590
82,460,480
83,590,340
84,550,150
85,360,240
86,220,440
87,240,540
88,410,540
89,570,370
90,580,200
91,420,180
92,240,320
93,210,560
94,350,590
95,540,400
96,600,260
97,480,60
98,290,300
99,200,490
100,300,530
101,490,470
102,600,300
103,520,180
104,340,220
105,210,440
106,250,550
107,440,540
108,590,260
109,560,150
110,390,230
111,230,400
112,220,570
113,380,510
114,560,370
115,590,210
116,450,100
117,260,290
118,200,510
119,330,550
120,520,460
121,600,260
122,500,140
123,310,280
124,200,450
125,280,570
126,470,450
127,590,140
128,540,30
129,360,210
130,210,410
131,240,520
132,410,520
133,570,350
134,580,180
135,420,160
136,240,380
137,210,540
138,350,570
139,540,380
140,600,80
141,470,200
142,280,290
143,200,490
144,300,530
145,490,470
146,600,300
147,520,180
148,330,140
149,210,450
