0,73,82
1,0,622
2,0,862
3,0,982
4,0,1042
5,290,1042
6,680,1042
7,940,1042
8,470,1042
9,0,1042
10,540,562
11,610,682
12,410,862
13,120,922
14,0,922
15,0,922
16,600,392
17,800,392
18,590,692
19,340,932
20,30,932
21,50,932
22,650,362
23,850,362
24,740,602
25,520,902
26,150,962
27,80,962
28,90,962
29,690,512
30,1020,512
31,1060,632
32,740,692
33,230,752
34,0,752
35,0,752
36,290,752
37,890,552
38,1160,552
39,700,732
40,110,912
41,0,912
42,600,542
43,740,602
44,510,722
45,110,842
46,0,842
47,480,262
48,420,322
49,170,562
50,0,742
51,600,392
52,610,392
53,10,512
54,0,572
55,600,282
56,1000,282
57,700,582
58,210,822
59,0,822
60,70,822
61,670,482
62,1060,482
63,930,602
64,500,722
65,0,722
66,0,722
67,150,722
68,750,492
69,1130,492
70,750,552
71,200,612
72,0,612
73,0,612
74,600,352
75,1000,352
76,740,532
77,230,652
78,0,652
79,0,652
80,600,342
81,1000,342
82,790,582
83,330,762
84,0,762
85,0,762
86,600,402
87,980,402
88,800,582
89,390,762
90,0,762
91,0,762
92,600,342
93,900,342
94,750,582
95,400,762
96,0,762
97,0,762
98,600,282
99,670,402
100,470,582
101,170,702
102,0,702
103,0,702
104,600,182
105,800,242
106,590,542
107,340,782
108,0,782
109,0,782
110,40,782
111,640,392
112,1010,392
113,1330,452
114,950,632
115,390,752
116,0,872
117,30,872
118,630,612
119,1030,612
120,1000,672
121,480,672
122,0,672
123,0,672
124,600,362
125,880,422
126,600,542
127,130,662
128,0,662
129,0,662
130,600,302
131,990,302
132,810,542
133,400,722
134,0,722
135,0,722
136,600,302
137,900,362
138,750,542
139,400,722
140,0,722
141,0,722
142,600,252
143,800,312
144,600,492
145,300,612
146,0,612
147,0,612
148,80,612
149,680,282
